"filename", "language", "C++", "Swift", "JSON", "XML", "Markdown", "YAML", "Python", "Shell Script", "Ruby", "comment", "blank", "total"
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Core/System/Shortcuts/ShortcutManager.swift", "Swift", 0, -84, 0, 0, 0, 0, 0, 0, 0, -56, -26, -166
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Domain/Models/AgentSkill.swift", "Swift", 0, 34, 0, 0, 0, 0, 0, 0, 0, 21, 13, 68
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Domain/Models/AgentTool.swift", "Swift", 0, 19, 0, 0, 0, 0, 0, 0, 0, 16, 8, 43
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Domain/Models/KnowledgePage.swift", "Swift", 0, -51, 0, 0, 0, 0, 0, 0, 0, -9, -2, -62
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Domain/Models/KnowledgePageFTS.swift", "Swift", 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 1, -1
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Domain/Models/LLMManifest.swift", "Swift", 0, 57, 0, 0, 0, 0, 0, 0, 0, 28, 20, 105
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Domain/Models/LintIssue.swift", "Swift", 0, 68, 0, 0, 0, 0, 0, 0, 0, 12, 10, 90
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Domain/Models/PageLink.swift", "Swift", 0, -8, 0, 0, 0, 0, 0, 0, 0, 0, 1, -7
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Domain/Models/PageType.swift", "Swift", 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Domain/Models/RAGModels.swift", "Swift", 0, -32, 0, 0, 0, 0, 0, 0, 0, -2, 2, -32
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Domain/Protocols/IngestServiceProtocol.swift", "Swift", 0, 4, 0, 0, 0, 0, 0, 0, 0, 12, 4, 20
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Domain/Protocols/KnowledgeStoreProtocol.swift", "Swift", 0, 6, 0, 0, 0, 0, 0, 0, 0, 13, 5, 24
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Domain/Protocols/ModelDownloadCapabilities.swift", "Swift", 0, 16, 0, 0, 0, 0, 0, 0, 0, 29, 9, 54
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Domain/Protocols/PluginEventBus.swift", "Swift", 0, 5, 0, 0, 0, 0, 0, 0, 0, 12, 4, 21
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Domain/Protocols/PromptTemplateEngineCapabilities.swift", "Swift", 0, 6, 0, 0, 0, 0, 0, 0, 0, 30, 6, 42
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Domain/Protocols/RemoteConfigCapabilities.swift", "Swift", 0, 5, 0, 0, 0, 0, 0, 0, 0, 17, 5, 27
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Domain/Protocols/SyncCoordinatorDelegate.swift", "Swift", 0, 8, 0, 0, 0, 0, 0, 0, 0, 14, 3, 25
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Domain/Protocols/TaskCenterProtocol.swift", "Swift", 0, 8, 0, 0, 0, 0, 0, 0, 0, 21, 7, 36
