"filename", "language", "JSON", "Markdown", "Shell Script", "Python", "TypeScript", "Ruby", "YAML", "Swift", "XML", "JavaScript", "JSON with Comments", "comment", "blank", "total"
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Shared/UIComponents/Feedback/TooltipManager.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 10, 14, 88
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Shared/UIComponents/Inputs/AppInputs.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 111, 0, 0, 0, 23, 17, 151
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Shared/UIComponents/Inputs/AppTextEditor.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Shared/UIComponents/Interaction/DragDropComponents.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 25, 14, 102
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Shared/UIComponents/Interaction/KeyboardShortcutsView.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 12, 6, 47
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Shared/UIComponents/Layouts/AnimatedSection.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 17, 8, 40
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Shared/UIComponents/Layouts/FlowLayout.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 19, 15, 75
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Shared/UIComponents/Layouts/README.md", "Markdown", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Shared/UIComponents/Layouts/StandardSection.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 32, 13, 98
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Shared/UIComponents/Layouts/VaultLayout.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 7, 9, 44
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Shared/UIComponents/Lists/AppRows.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 134, 0, 0, 0, 29, 29, 192
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Shared/UIComponents/Lists/GuideStepRow.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 13, 11, 63
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Shared/UIComponents/Lists/PageRowView.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 19, 14, 87
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Shared/UIComponents/Lists/QuickActionRow.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 13, 13, 94
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Shared/UIComponents/Menus/UserProfileMenu.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 158, 0, 0, 0, 15, 13, 186
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Shared/UIComponents/Modifiers/AppToolbarModifier.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 8, 14, 108
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Shared/UIComponents/Modifiers/DesignModifiers.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 39, 19, 125
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Shared/UIComponents/Modifiers/GlassStyle.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 58, 24, 175
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Shared/UIComponents/Modifiers/ReadabilityModifiers.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 16, 6, 43
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Shared/UIComponents/Modifiers/View+Conditional.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 10, 6, 35
"/Users/constantine/Documents/work/code/projects/ZhiYu/Sources/Shared/UIComponents/Navigation/AdaptiveSidebarView.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 109, 0, 0, 0, 38, 14, 161
